id,name,body,created_at,updated_at,resource_uri,photo
45,persian,"{""type"":""normal"",""abilities"":""limber"",""attack"":70,""defense"":60,""special_attack"":65,""special_defense"":65,""speed"":115}",2014-09-30 18:21:36.044837,2014-09-30 18:30:07.90171,api/v1/pokemon/53/,pokeapi.co/media/img/53.png
46,psyduck,"{""type"":""water"",""abilities"":""damp"",""attack"":52,""defense"":48,""special_attack"":65,""special_defense"":50,""speed"":55}",2014-09-30 18:21:36.656718,2014-09-30 18:30:08.168089,api/v1/pokemon/54/,pokeapi.co/media/img/54.png
47,golduck,"{""type"":""water"",""abilities"":""damp"",""attack"":82,""defense"":78,""special_attack"":95,""special_defense"":80,""speed"":85}",2014-09-30 18:21:37.066622,2014-09-30 18:30:08.420022,api/v1/pokemon/55/,pokeapi.co/media/img/55.png
48,mankey,"{""type"":""fighting"",""abilities"":""vital-spirit"",""attack"":80,""defense"":35,""special_attack"":35,""special_defense"":45,""speed"":70}",2014-09-30 18:21:37.738284,2014-09-30 18:30:08.70253,api/v1/pokemon/56/,pokeapi.co/media/img/56.png
50,arcanine,"{""type"":""fire"",""abilities"":""flash-fire"",""attack"":110,""defense"":80,""special_attack"":100,""special_defense"":80,""speed"":95}",2014-09-30 18:21:38.702657,2014-09-30 18:30:09.602416,api/v1/pokemon/59/,pokeapi.co/media/img/59.png
51,poliwag,"{""type"":""water"",""abilities"":""damp"",""attack"":50,""defense"":40,""special_attack"":40,""special_defense"":40,""speed"":90}",2014-09-30 18:21:39.109699,2014-09-30 18:30:09.872121,api/v1/pokemon/60/,pokeapi.co/media/img/60.png
52,poliwhirl,"{""type"":""water"",""abilities"":""damp"",""attack"":65,""defense"":65,""special_attack"":50,""special_defense"":50,""speed"":90}",2014-09-30 18:21:39.520078,2014-09-30 18:30:10.135002,api/v1/pokemon/61/,pokeapi.co/media/img/61.png
53,poliwrath,"{""type"":""fighting"",""abilities"":""damp"",""attack"":95,""defense"":95,""special_attack"":70,""special_defense"":90,""speed"":70}",2014-09-30 18:21:39.933912,2014-09-30 18:30:10.379638,api/v1/pokemon/62/,pokeapi.co/media/img/62.png
54,abra,"{""type"":""psychic"",""abilities"":""synchronize"",""attack"":20,""defense"":15,""special_attack"":105,""special_defense"":55,""speed"":90}",2014-09-30 18:21:40.553322,2014-09-30 18:30:10.626144,api/v1/pokemon/63/,pokeapi.co/media/img/63.png
55,kadabra,"{""type"":""psychic"",""abilities"":""synchronize"",""attack"":35,""defense"":30,""special_attack"":120,""special_defense"":70,""speed"":105}",2014-09-30 18:21:40.98063,2014-09-30 18:30:10.880794,api/v1/pokemon/64/,pokeapi.co/media/img/64.png
56,machop,"{""type"":""fighting"",""abilities"":""guts"",""attack"":80,""defense"":50,""special_attack"":35,""special_defense"":35,""speed"":35}",2014-09-30 18:21:41.38023,2014-09-30 18:30:11.396556,api/v1/pokemon/66/,pokeapi.co/media/img/66.png
58,machamp,"{""type"":""fighting"",""abilities"":""guts"",""attack"":130,""defense"":80,""special_attack"":65,""special_defense"":85,""speed"":55}",2014-09-30 18:21:42.372007,2014-09-30 18:30:11.925772,api/v1/pokemon/68/,pokeapi.co/media/img/68.png
59,bellsprout,"{""type"":""poison"",""abilities"":""chlorophyll"",""attack"":75,""defense"":35,""special_attack"":70,""special_defense"":30,""speed"":40}",2014-09-30 18:21:42.74957,2014-09-30 18:30:12.21696,api/v1/pokemon/69/,pokeapi.co/media/img/69.png
65,geodude,"{""type"":""ground"",""abilities"":""sturdy"",""attack"":80,""defense"":100,""special_attack"":30,""special_defense"":30,""speed"":20}",2014-09-30 18:21:45.129407,2014-09-30 18:30:13.574544,api/v1/pokemon/74/,pokeapi.co/media/img/74.png
64,graveler,"{""type"":""ground"",""abilities"":""sturdy"",""attack"":95,""defense"":115,""special_attack"":45,""special_defense"":45,""speed"":35}",2014-09-30 18:21:44.75,2014-09-30 18:30:13.841331,api/v1/pokemon/75/,pokeapi.co/media/img/75.png
66,golem,"{""type"":""ground"",""abilities"":""sturdy"",""attack"":120,""defense"":130,""special_attack"":55,""special_defense"":65,""speed"":45}",2014-09-30 18:21:45.608613,2014-09-30 18:30:14.094636,api/v1/pokemon/76/,pokeapi.co/media/img/76.png
67,ponyta,"{""type"":""fire"",""abilities"":""flash-fire"",""attack"":85,""defense"":55,""special_attack"":65,""special_defense"":65,""speed"":90}",2014-09-30 18:21:46.027223,2014-09-30 18:30:14.343502,api/v1/pokemon/77/,pokeapi.co/media/img/77.png
68,rapidash,"{""type"":""fire"",""abilities"":""flash-fire"",""attack"":100,""defense"":70,""special_attack"":80,""special_defense"":80,""speed"":105}",2014-09-30 18:21:46.493629,2014-09-30 18:30:14.626248,api/v1/pokemon/78/,pokeapi.co/media/img/78.png
72,magnemite,"{""type"":""steel"",""abilities"":""sturdy"",""attack"":35,""defense"":70,""special_attack"":95,""special_defense"":55,""speed"":45}",2014-09-30 18:21:49.759184,2014-09-30 18:30:15.448947,api/v1/pokemon/81/,pokeapi.co/media/img/81.png
73,magneton,"{""type"":""steel"",""abilities"":""sturdy"",""attack"":60,""defense"":95,""special_attack"":120,""special_defense"":70,""speed"":70}",2014-09-30 18:21:50.139747,2014-09-30 18:30:15.715734,api/v1/pokemon/82/,pokeapi.co/media/img/82.png
71,farfetchd,"{""type"":""normal"",""abilities"":""inner-focus"",""attack"":65,""defense"":55,""special_attack"":58,""special_defense"":62,""speed"":60}",2014-09-30 18:21:48.129257,2014-09-30 18:30:15.956337,api/v1/pokemon/83/,pokeapi.co/media/img/83.png
74,doduo,"{""type"":""normal"",""abilities"":""early-bird"",""attack"":85,""defense"":45,""special_attack"":35,""special_defense"":35,""speed"":75}",2014-09-30 18:21:50.789759,2014-09-30 18:30:16.225726,api/v1/pokemon/84/,pokeapi.co/media/img/84.png
76,dodrio,"{""type"":""normal"",""abilities"":""early-bird"",""attack"":110,""defense"":70,""special_attack"":60,""special_defense"":60,""speed"":100}",2014-09-30 18:21:51.754921,2014-09-30 18:30:16.529809,api/v1/pokemon/85/,pokeapi.co/media/img/85.png
75,seel,"{""type"":""water"",""abilities"":""thick-fat"",""attack"":45,""defense"":55,""special_attack"":45,""special_defense"":70,""speed"":45}",2014-09-30 18:21:51.40016,2014-09-30 18:30:16.789029,api/v1/pokemon/86/,pokeapi.co/media/img/86.png
77,dewgong,"{""type"":""water"",""abilities"":""thick-fat"",""attack"":70,""defense"":80,""special_attack"":70,""special_defense"":95,""speed"":70}",2014-09-30 18:21:52.133253,2014-09-30 18:30:17.07703,api/v1/pokemon/87/,pokeapi.co/media/img/87.png
80,muk,"{""type"":""poison"",""abilities"":""stench"",""attack"":105,""defense"":75,""special_attack"":65,""special_defense"":100,""speed"":50}",2014-09-30 18:21:54.297434,2014-09-30 18:30:17.589006,api/v1/pokemon/89/,pokeapi.co/media/img/89.png
79,cloyster,"{""type"":""water"",""abilities"":""shell-armor"",""attack"":95,""defense"":180,""special_attack"":85,""special_defense"":45,""speed"":70}",2014-09-30 18:21:52.930986,2014-09-30 18:30:18.166697,api/v1/pokemon/91/,pokeapi.co/media/img/91.png
78,gastly,"{""type"":""poison"",""abilities"":""levitate"",""attack"":35,""defense"":30,""special_attack"":100,""special_defense"":35,""speed"":80}",2014-09-30 18:21:52.519041,2014-09-30 18:30:18.429384,api/v1/pokemon/92/,pokeapi.co/media/img/92.png
83,gengar,"{""type"":""poison"",""abilities"":""levitate"",""attack"":65,""defense"":60,""special_attack"":130,""special_defense"":75,""speed"":110}",2014-09-30 18:21:56.328826,2014-09-30 18:30:18.97292,api/v1/pokemon/94/,pokeapi.co/media/img/94.png
85,drowzee,"{""type"":""psychic"",""abilities"":""insomnia"",""attack"":48,""defense"":45,""special_attack"":43,""special_defense"":90,""speed"":42}",2014-09-30 18:21:57.156312,2014-09-30 18:30:19.481514,api/v1/pokemon/96/,pokeapi.co/media/img/96.png
86,hypno,"{""type"":""psychic"",""abilities"":""insomnia"",""attack"":73,""defense"":70,""special_attack"":73,""special_defense"":115,""speed"":67}",2014-09-30 18:21:57.749234,2014-09-30 18:30:19.803179,api/v1/pokemon/97/,pokeapi.co/media/img/97.png
81,krabby,"{""type"":""water"",""abilities"":""hyper-cutter"",""attack"":105,""defense"":90,""special_attack"":25,""special_defense"":25,""speed"":50}",2014-09-30 18:21:54.882841,2014-09-30 18:30:20.062414,api/v1/pokemon/98/,pokeapi.co/media/img/98.png
87,kingler,"{""type"":""water"",""abilities"":""hyper-cutter"",""attack"":130,""defense"":115,""special_attack"":50,""special_defense"":50,""speed"":75}",2014-09-30 18:21:58.165661,2014-09-30 18:30:20.312601,api/v1/pokemon/99/,pokeapi.co/media/img/99.png
88,voltorb,"{""type"":""electric"",""abilities"":""static"",""attack"":30,""defense"":50,""special_attack"":55,""special_defense"":55,""speed"":100}",2014-09-30 18:21:58.573146,2014-09-30 18:30:20.630289,api/v1/pokemon/100/,pokeapi.co/media/img/100.png
89,electrode,"{""type"":""electric"",""abilities"":""static"",""attack"":50,""defense"":70,""special_attack"":80,""special_defense"":80,""speed"":140}",2014-09-30 18:21:59.182309,2014-09-30 18:30:20.892255,api/v1/pokemon/101/,pokeapi.co/media/img/101.png
91,exeggutor,"{""type"":""grass"",""abilities"":""chlorophyll"",""attack"":95,""defense"":85,""special_attack"":125,""special_defense"":65,""speed"":55}",2014-09-30 18:21:59.954558,2014-09-30 18:30:21.42552,api/v1/pokemon/103/,pokeapi.co/media/img/103.png
93,cubone,"{""type"":""ground"",""abilities"":""battle-armor"",""attack"":50,""defense"":95,""special_attack"":40,""special_defense"":50,""speed"":35}",2014-09-30 18:22:00.799682,2014-09-30 18:30:21.689687,api/v1/pokemon/104/,pokeapi.co/media/img/104.png
92,hitmonlee,"{""type"":""fighting"",""abilities"":""limber"",""attack"":120,""defense"":53,""special_attack"":35,""special_defense"":110,""speed"":87}",2014-09-30 18:22:00.343502,2014-09-30 18:30:22.215747,api/v1/pokemon/106/,pokeapi.co/media/img/106.png
95,hitmonchan,"{""type"":""fighting"",""abilities"":""inner-focus"",""attack"":105,""defense"":79,""special_attack"":35,""special_defense"":110,""speed"":76}",2014-09-30 18:22:01.663917,2014-09-30 18:30:22.495364,api/v1/pokemon/107/,pokeapi.co/media/img/107.png
94,lickitung,"{""type"":""normal"",""abilities"":""oblivious"",""attack"":55,""defense"":75,""special_attack"":60,""special_defense"":75,""speed"":30}",2014-09-30 18:22:01.226984,2014-09-30 18:30:22.764409,api/v1/pokemon/108/,pokeapi.co/media/img/108.png
96,koffing,"{""type"":""poison"",""abilities"":""levitate"",""attack"":65,""defense"":95,""special_attack"":60,""special_defense"":45,""speed"":35}",2014-09-30 18:22:02.251517,2014-09-30 18:30:23.043956,api/v1/pokemon/109/,pokeapi.co/media/img/109.png
98,rhyhorn,"{""type"":""ground"",""abilities"":""lightningrod"",""attack"":85,""defense"":95,""special_attack"":30,""special_defense"":30,""speed"":25}",2014-09-30 18:22:03.056973,2014-09-30 18:30:23.574553,api/v1/pokemon/111/,pokeapi.co/media/img/111.png
99,rhydon,"{""type"":""ground"",""abilities"":""lightningrod"",""attack"":130,""defense"":120,""special_attack"":45,""special_defense"":45,""speed"":40}",2014-09-30 18:22:03.695367,2014-09-30 18:30:23.835132,api/v1/pokemon/112/,pokeapi.co/media/img/112.png
100,chansey,"{""type"":""normal"",""abilities"":""natural-cure"",""attack"":5,""defense"":5,""special_attack"":35,""special_defense"":105,""speed"":50}",2014-09-30 18:22:04.297507,2014-09-30 18:30:24.092293,api/v1/pokemon/113/,pokeapi.co/media/img/113.png
103,tangela,"{""type"":""grass"",""abilities"":""chlorophyll"",""attack"":55,""defense"":115,""special_attack"":100,""special_defense"":40,""speed"":60}",2014-09-30 18:22:05.733432,2014-09-30 18:30:24.369828,api/v1/pokemon/114/,pokeapi.co/media/img/114.png
101,kangaskhan,"{""type"":""normal"",""abilities"":""inner-focus"",""attack"":95,""defense"":80,""special_attack"":40,""special_defense"":80,""speed"":90}",2014-09-30 18:22:04.913119,2014-09-30 18:30:24.647374,api/v1/pokemon/115/,pokeapi.co/media/img/115.png
104,seadra,"{""type"":""water"",""abilities"":""damp"",""attack"":65,""defense"":95,""special_attack"":95,""special_defense"":45,""speed"":85}",2014-09-30 18:22:06.104021,2014-09-30 18:30:25.178063,api/v1/pokemon/117/,pokeapi.co/media/img/117.png
105,goldeen,"{""type"":""water"",""abilities"":""lightningrod"",""attack"":67,""defense"":60,""special_attack"":35,""special_defense"":50,""speed"":63}",2014-09-30 18:22:06.490467,2014-09-30 18:30:25.432766,api/v1/pokemon/118/,pokeapi.co/media/img/118.png
106,staryu,"{""type"":""water"",""abilities"":""natural-cure"",""attack"":45,""defense"":55,""special_attack"":70,""special_defense"":55,""speed"":85}",2014-09-30 18:22:06.872559,2014-09-30 18:30:25.933128,api/v1/pokemon/120/,pokeapi.co/media/img/120.png
108,starmie,"{""type"":""water"",""abilities"":""natural-cure"",""attack"":75,""defense"":85,""special_attack"":100,""special_defense"":85,""speed"":115}",2014-09-30 18:22:07.73299,2014-09-30 18:30:26.196825,api/v1/pokemon/121/,pokeapi.co/media/img/121.png
107,mr-mime,"{""type"":""fairy"",""abilities"":""soundproof"",""attack"":45,""defense"":65,""special_attack"":100,""special_defense"":120,""speed"":90}",2014-09-30 18:22:07.320791,2014-09-30 18:30:26.458295,api/v1/pokemon/122/,pokeapi.co/media/img/122.png
109,scyther,"{""type"":""flying"",""abilities"":""swarm"",""attack"":110,""defense"":80,""special_attack"":55,""special_defense"":80,""speed"":105}",2014-09-30 18:22:08.119492,2014-09-30 18:30:26.752114,api/v1/pokemon/123/,pokeapi.co/media/img/123.png
112,electabuzz,"{""type"":""electric"",""abilities"":""static"",""attack"":83,""defense"":57,""special_attack"":95,""special_defense"":85,""speed"":105}",2014-09-30 18:22:09.625731,2014-09-30 18:30:27.315605,api/v1/pokemon/125/,pokeapi.co/media/img/125.png
113,magmar,"{""type"":""fire"",""abilities"":""flame-body"",""attack"":95,""defense"":57,""special_attack"":100,""special_defense"":85,""speed"":93}",2014-09-30 18:22:10.247556,2014-09-30 18:30:27.590646,api/v1/pokemon/126/,pokeapi.co/media/img/126.png
110,pinsir,"{""type"":""bug"",""abilities"":""hyper-cutter"",""attack"":125,""defense"":100,""special_attack"":55,""special_defense"":70,""speed"":85}",2014-09-30 18:22:08.604152,2014-09-30 18:30:27.858285,api/v1/pokemon/127/,pokeapi.co/media/img/127.png
114,tauros,"{""type"":""normal"",""abilities"":""intimidate"",""attack"":100,""defense"":95,""special_attack"":40,""special_defense"":70,""speed"":110}",2014-09-30 18:22:10.630921,2014-09-30 18:30:28.14313,api/v1/pokemon/128/,pokeapi.co/media/img/128.png
115,gyarados,"{""type"":""flying"",""abilities"":""intimidate"",""attack"":125,""defense"":79,""special_attack"":60,""special_defense"":100,""speed"":81}",2014-09-30 18:22:11.033755,2014-09-30 18:30:28.663786,api/v1/pokemon/130/,pokeapi.co/media/img/130.png
117,ditto,"{""type"":""normal"",""abilities"":""limber"",""attack"":48,""defense"":48,""special_attack"":48,""special_defense"":48,""speed"":48}",2014-09-30 18:22:11.785345,2014-09-30 18:30:29.222843,api/v1/pokemon/132/,pokeapi.co/media/img/132.png
118,eevee,"{""type"":""normal"",""abilities"":""run-away"",""attack"":55,""defense"":50,""special_attack"":45,""special_defense"":65,""speed"":55}",2014-09-30 18:22:12.162893,2014-09-30 18:30:29.496245,api/v1/pokemon/133/,pokeapi.co/media/img/133.png
120,vaporeon,"{""type"":""water"",""abilities"":""water-absorb"",""attack"":65,""defense"":60,""special_attack"":110,""special_defense"":95,""speed"":65}",2014-09-30 18:22:12.989575,2014-09-30 18:30:29.77068,api/v1/pokemon/134/,pokeapi.co/media/img/134.png
119,jolteon,"{""type"":""electric"",""abilities"":""volt-absorb"",""attack"":65,""defense"":60,""special_attack"":110,""special_defense"":95,""speed"":130}",2014-09-30 18:22:12.539685,2014-09-30 18:30:30.01367,api/v1/pokemon/135/,pokeapi.co/media/img/135.png
126,tentacruel,"{""type"":""poison"",""abilities"":""clear-body"",""attack"":70,""defense"":65,""special_attack"":80,""special_defense"":120,""speed"":100}",2014-09-30 18:22:16.586052,2014-09-30 18:30:13.272914,api/v1/pokemon/73/,pokeapi.co/media/img/73.png
121,flareon,"{""type"":""fire"",""abilities"":""flash-fire"",""attack"":130,""defense"":60,""special_attack"":95,""special_defense"":110,""speed"":65}",2014-09-30 18:22:13.519215,2014-09-30 18:30:31.123276,api/v1/pokemon/136/,pokeapi.co/media/img/136.png
122,porygon,"{""type"":""normal"",""abilities"":""trace"",""attack"":60,""defense"":70,""special_attack"":85,""special_defense"":75,""speed"":40}",2014-09-30 18:22:13.910506,2014-09-30 18:30:31.417576,api/v1/pokemon/137/,pokeapi.co/media/img/137.png
123,omanyte,"{""type"":""rock"",""abilities"":""swift-swim"",""attack"":40,""defense"":100,""special_attack"":90,""special_defense"":55,""speed"":35}",2014-09-30 18:22:15.21162,2014-09-30 18:30:31.69611,api/v1/pokemon/138/,pokeapi.co/media/img/138.png
